PLO_USERGROUP,PLO_PAGENAME,PLO_ELEMENTID,PLO_ELEMENTTYPE,PLO_PRESENTINJSP,PLO_ATTRIBUTE,PLO_FIELDCONTAINER,PLO_FIELDGROUP,PLO_POSITIONINGROUP,PLO_FIELDCONTTYPE,PLO_TABINDEX,PLO_SYSTEMATTRIBUTE,PLO_CHANGED,PLO_UPDATECOUNT,PLO_MEKEY,PLO_MEFLAG,PLO_DEFAULTVALUE,PLO_PARENTPAGE,PLO_LASTSAVED
DK,TRJOBS,reopened,F,Y,H,cont_5,15,1,1,770,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reportedby,F,Y,O,cont_9,1,1,1,2590,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reqenddate,F,Y,H,cont_9,9,1,1,2670,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,reqstartdate,F,Y,H,cont_9,8,1,1,2660,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,requestedbyname,F,Y,H,cont_9,17,1,1,2790,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,routecode,F,Y,H,cont_6,9,1,1,990,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,routestatusdesc,F,Y,H,cont_6,10,1,1,1000,P,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,safety,F,Y,H,cont_3,6,1,1,280,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,safetyreviewedby,F,Y,H,cont_5,19,1,1,810,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,salutation_display,F,Y,P,cont_22,1,1,1,3610,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,schedenddate,F,Y,O,cont_9,7,1,1,2650,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,schedgroup,F,Y,O,cont_9,3,1,1,2610,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,schedsessiontypedesc,F,Y,H,cont_5,9,1,1,710,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,schedstartdate,F,Y,O,cont_9,6,1,1,2640,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,securityincident,F,Y,H,cont_9.2,3,1,1,2990,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,serialnumber,F,Y,H,cont_2,7,1,1,160,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,servicecategory,F,Y,O,cont_6.3,5,1,1,1270,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,servicecategoryorg,F,Y,H,cont_6.5,5,1,1,1320,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,servicecustomerrequest,F,Y,H,cont_6.85,4,1,1,1450,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,servicecustomerrequestorg,F,Y,H,cont_6.85,5,1,1,1460,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,serviceproblemcode,F,Y,O,cont_6.5,3,1,1,1300,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,serviceproblemcodeorg,F,Y,H,cont_6.5,4,1,1,1310,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,servicerequestid,F,Y,H,cont_9,16,1,1,2780,O,'+,2,YN,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,servicerequeststatus,F,Y,H,cont_6.85,6,1,1,1470,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,shift,F,Y,H,cont_9,12,1,1,2700,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,smda,F,Y,H,cont_9.1,14,1,1,2950,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,staffinjuryillness,F,Y,H,cont_9.2,2,1,1,2980,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,standardwo,F,Y,O,cont_6,1,1,1,890,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,startdate,F,Y,H,cont_9,10,1,1,2680,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,statementofconditions,F,Y,H,cont_9.1,6,1,1,2870,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,supplier,F,Y,O,cont_6.3,3,1,1,1250,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,supplierorg,F,Y,H,cont_6.3,4,1,1,1260,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,survey,F,Y,H,cont_3,10,1,1,320,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,symptom,F,Y,H,cont_5,22,1,1,840,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,syslevel,F,Y,H,cont_8,6,1,1,1640,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tacticalcause,F,Y,H,cont_5,23,1,1,850,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,taginfomap,F,Y,H,cont_18,5,1,1,3220,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,targetvalcurrency,F,Y,P,cont_6,4,2,1,930,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,targetvalue,F,Y,O,cont_6,4,1,1,920,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,task,F,Y,O,cont_7,4,1,1,1530,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,techpartfailure,F,Y,H,cont_7,8,1,1,1570,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tempfixdatecompleted,F,Y,O,cont_6.5,2,1,1,1290,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tempfixpromisedate,F,Y,O,cont_6.3,2,1,1,1240,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,togeoref,F,Y,O,cont_4.1,6,1,2,490,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tohorizontaloffset,F,Y,H,cont_20,13,1,1,3540,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tohorizontaloffsettype,F,Y,H,cont_20,14,1,1,3560,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tohorizontaloffsetuom,F,Y,H,cont_20,13,2,1,3550,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tolatitude,F,Y,H,cont_20,10,1,1,3510,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tolongitude,F,Y,H,cont_20,11,1,1,3520,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tooffset,F,Y,H,cont_20,2,1,1,3430,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tooffsetdirection,F,Y,H,cont_20,4,1,1,3450,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,tooffsetpercent,F,Y,H,cont_20,3,1,1,3440,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,topoint,F,Y,O,cont_4.1,4,1,1,460,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,topointuom_display,F,Y,P,cont_4.1,4,2,1,470,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,torefdesc,F,Y,O,cont_4.1,5,1,2,480,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,toreferencepoint,F,Y,H,cont_20,1,1,1,3420,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,torelationshiptype,F,Y,H,cont_20,12,1,1,3530,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,totalestcostcurrency,F,Y,H,cont_6.8,4,2,1,1410,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,totalestimatedcost,F,Y,H,cont_6.8,4,1,1,1400,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,totalestlaborcost,F,Y,H,cont_6.8,1,1,1,1340,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,totalestmatlcost,F,Y,H,cont_6.8,2,1,1,1360,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,totalestmisccost,F,Y,H,cont_6.8,3,1,1,1380,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,toverticaloffset,F,Y,H,cont_20,15,1,1,3570,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,toverticaloffsettype,F,Y,H,cont_20,16,1,1,3590,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,toverticaloffsetuom,F,Y,H,cont_20,15,2,1,3580,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,toxcoordinate,F,Y,H,cont_20,8,1,1,3490,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,toycoordinate,F,Y,H,cont_20,9,1,1,3500,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,traceroute,F,Y,H,cont_18,2,1,1,3190,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,trade,F,Y,O,cont_7,2,1,1,1510,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,triggerevent,F,Y,H,cont_6,6,1,1,960,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfbutton01,F,N,H,cont_8.5,42,1,1,2520,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfbutton02,F,N,H,cont_8.5,43,1,1,2530,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfbutton03,F,N,H,cont_8.5,44,1,1,2540,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfbutton04,F,N,H,cont_8.5,45,1,1,2550,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfbutton05,F,N,H,cont_8.5,46,1,1,2560,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar01,F,Y,O,cont_8.4,1,1,1,1680,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar02,F,Y,O,cont_8.5,1,1,1,2110,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar03,F,Y,O,cont_8.4,2,1,1,1690,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar04,F,Y,O,cont_8.5,2,1,1,2120,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar05,F,Y,O,cont_8.4,3,1,1,1700,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar06,F,N,H,cont_8.5,3,1,1,2130,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar07,F,N,H,cont_8.4,4,1,1,1710,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar08,F,N,H,cont_8.5,4,1,1,2140,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar09,F,N,H,cont_8.4,5,1,1,1720,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar10,F,Y,P,cont_1,5,1,1,90,O,'+,4,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar11,F,N,H,cont_8.4,6,1,1,1730,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar12,F,N,H,cont_8.5,5,1,1,2150,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar13,F,N,H,cont_8.4,7,1,1,1740,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar14,F,N,H,cont_8.5,6,1,1,2160,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar15,F,N,H,cont_8.4,8,1,1,1750,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar16,F,N,H,cont_8.5,7,1,1,2170,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar17,F,N,H,cont_8.4,9,1,1,1760,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar18,F,N,H,cont_8.5,8,1,1,2180,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar19,F,N,H,cont_8.4,10,1,1,1770,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar20,F,N,H,cont_8.5,9,1,1,2190,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar21,F,N,H,cont_8.4,11,1,1,1780,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar22,F,N,H,cont_8.5,10,1,1,2200,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar23,F,N,H,cont_8.4,12,1,1,1790,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar24,F,N,H,cont_8.5,11,1,1,2210,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar25,F,N,H,cont_8.4,13,1,1,1800,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar26,F,N,H,cont_8.5,12,1,1,2220,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar27,F,N,H,cont_8.4,14,1,1,1810,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar28,F,N,H,cont_8.5,13,1,1,2230,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar29,F,N,H,cont_8.4,15,1,1,1820,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar30,F,N,H,cont_8.5,14,1,1,2240,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar31,F,N,H,cont_8.4,16,1,1,1830,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar32,F,N,H,cont_8.5,15,1,1,2250,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar33,F,N,H,cont_8.4,17,1,1,1840,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar34,F,N,H,cont_8.5,16,1,1,2260,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar35,F,N,H,cont_8.4,18,1,1,1850,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar36,F,N,H,cont_8.5,17,1,1,2270,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar37,F,N,H,cont_8.4,19,1,1,1860,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar38,F,N,H,cont_8.5,18,1,1,2280,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar39,F,N,H,cont_8.4,20,1,1,1870,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar40,F,N,H,cont_8.5,19,1,1,2290,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar41,F,N,H,cont_8.4,21,1,1,1880,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar42,F,N,H,cont_8.5,20,1,1,2300,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar43,F,N,H,cont_8.4,22,1,1,1890,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar44,F,N,H,cont_8.5,21,1,1,2310,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar45,F,N,H,cont_8.4,23,1,1,1900,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar46,F,N,H,cont_8.5,22,1,1,2320,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar47,F,N,H,cont_8.4,24,1,1,1910,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar48,F,N,H,cont_8.5,23,1,1,2330,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar49,F,N,H,cont_8.4,25,1,1,1920,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar50,F,N,H,cont_8.5,24,1,1,2340,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar51,F,N,H,cont_8.4,26,1,1,1930,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar52,F,N,H,cont_8.5,25,1,1,2350,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar53,F,N,H,cont_8.4,27,1,1,1940,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar54,F,N,H,cont_8.5,26,1,1,2360,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchar55,F,N,H,cont_8.4,28,1,1,1950,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox01,F,N,H,cont_8.5,37,1,1,2470,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox02,F,N,H,cont_8.4,39,1,1,2060,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox03,F,N,H,cont_8.5,38,1,1,2480,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox04,F,N,H,cont_8.4,40,1,1,2070,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox05,F,N,H,cont_8.5,39,1,1,2490,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox06,F,N,H,cont_8.4,41,1,1,2080,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox07,F,N,H,cont_8.5,40,1,1,2500,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox08,F,N,H,cont_8.4,42,1,1,2090,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox09,F,N,H,cont_8.5,41,1,1,2510,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfchkbox10,F,N,H,cont_8.4,43,1,1,2100,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate01,F,N,H,cont_8.5,27,1,1,2370,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate02,F,N,H,cont_8.4,29,1,1,1960,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate03,F,N,H,cont_8.5,28,1,1,2380,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate04,F,N,H,cont_8.4,30,1,1,1970,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate05,F,N,H,cont_8.5,29,1,1,2390,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate06,F,N,H,cont_8.4,31,1,1,1980,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate07,F,N,H,cont_8.5,30,1,1,2400,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate08,F,N,H,cont_8.4,32,1,1,1990,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate09,F,N,H,cont_8.5,31,1,1,2410,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfdate10,F,N,H,cont_8.4,33,1,1,2000,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnote01,F,N,H,cont_8.6,1,1,2,2570,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnote02,F,N,H,cont_8.6,2,1,2,2580,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum01,F,N,H,cont_8.5,32,1,1,2420,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum02,F,N,H,cont_8.4,34,1,1,2010,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum03,F,N,H,cont_8.5,33,1,1,2430,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum04,F,N,H,cont_8.4,35,1,1,2020,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum05,F,N,H,cont_8.5,34,1,1,2440,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum06,F,N,H,cont_8.4,36,1,1,2030,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum07,F,N,H,cont_8.5,35,1,1,2450,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum08,F,N,H,cont_8.4,37,1,1,2040,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum09,F,N,H,cont_8.5,36,1,1,2460,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,udfnum10,F,N,H,cont_8.4,38,1,1,2050,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,unsignedwodifferences,F,Y,H,cont_13.5,1,1,1,3160,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,utilitysystemincident,F,Y,H,cont_9.2,8,1,1,3040,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,vendor,F,Y,H,cont_3,4,1,1,260,P,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,viewequipcustomfields,F,Y,H,cont_12,1,1,1,3130,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,viewequipmaterialusage,F,Y,H,cont_12.5,1,1,1,3140,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,viewgismap,F,Y,H,cont_10.3,1,1,1,3060,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,viewplannedpartava,F,Y,H,cont_13,1,1,1,3150,O,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,vipstatus_display,F,Y,P,cont_23,1,1,1,3650,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,warranty,F,Y,H,cont_3,7,1,1,290,O,'+,3,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,woclass,F,Y,O,cont_5,1,1,1,610,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workaccomplished,F,Y,H,cont_7,7,1,1,1560,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workaddress,F,Y,O,cont_6.7,1,1,2,1330,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workmanship,F,Y,H,cont_6,25,1,1,1180,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workordernum,F,S,P,cont_1,1,1,2,10,P,'-,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workorderstatus,F,S,S,cont_3,2,1,1,240,S,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workordertype,F,S,S,cont_2,1,1,1,100,S,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,TRJOBS,workspace,F,Y,H,cont_3,1,1,1,230,O,'+,2,YY,,,WSJOBS,2025-09-25 20:44:12
DK,ZJ1000,aboveceilingpermit,F,Y,H,cont_9.1,1,1,1,2820,O,'-,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,accountingentity,F,Y,P,cont_4.5,3,1,1,640,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,actenddate,F,Y,H,cont_8,2,1,1,1680,R,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,actioncode,F,Y,H,cont_6,7,1,1,1020,O,'+,19,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,actioncodedesc,F,Y,H,cont_6,30,1,1,1280,P,'+,19,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,activity,F,Y,H,cont_7,1,1,1,1580,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,actstartdate,F,Y,H,cont_8,1,1,1,1670,R,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,alertcode,F,Y,H,cont_5,17,1,1,850,P,'+,20,YN,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,alias,F,Y,H,cont_2,4,1,1,210,P,'+,18,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,assignedbyname,F,Y,H,cont_9,19,1,1,2810,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,assignedto,F,Y,O,cont_9,4,1,1,2640,O,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,assignedtodesc,F,Y,H,cont_9,5,1,1,2650,P,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,asslevel,F,Y,H,cont_8,7,1,1,1730,O,'+,17,YY,,,WSJOBS,2025-12-18 15:12:28
DK,ZJ1000,block_1,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2025-10-23 11:40:51
DK,ZJ1000,block_10,B,Y,O,,,,,,O,'-,0,YY,,,WSJOBS,2025-10-23 11:40:51
DK,ZJ1000,block_12,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2025-10-23 11:40:51
DK,ZJ1000,block_13,B,Y,H,,,,,,O,'-,0,YY,,,WSJOBS,2025-10-23 11:40:51
